"Professor_ID","Professor_Name","Role","University","Department","Previous_Education_1_Programme","Previous_Education_1_Institution","Previous_Education_1_Year","Previous_Education_2_Programme","Previous_Education_2_Institution","Previous_Education_2_Year","Previous_Education_3_Programme","Previous_Education_3_Institution","Previous_Education_3_Year","Previous_Education_4_Programme","Previous_Education_4_Institution","Previous_Education_4_Year","Previous_Education_5_Programme","Previous_Education_5_Institution","Previous_Education_5_Year","Total_Publications"
198775,"Dr Sitara V Attokkaran","Assistant Professor","Vimala College, Thrissur","Department of Economics","Ph.D","Calicut University (Dr John Matthai Centre Aranattukara).",2020,,,,,,,,,,,,,8
212938,"Dr Siva Sankari","Assistant Professor","Justice Basheer Ahmed Sayeed College for Women","Department of Economics","Ph.D","Ethiraj College for Women, Affialiated to University of Madras",2016,"M.Phil","Pachaiyappas College, Chennai",2000,"M.A. ECONOMICS","Meenakshi College",1999,"B.A. ECONOMICS","Meenakshi College",1997,,,,1
114529,"Dr Smita Sharma","Assistant Professor","Panjab University, Chandigarh","Department of Economics","Ph.D","Panjab University, Chandigarh",,,,,,,,,,,,,,
57937,"Dr Smritikumar Sarkar","Professor","University of Kalyani","Department of History","Ph.D.","Calcutta University",1992,,,,,,,,,,,,,
118423,"Dr Smrutirekha Mohanty","Assistant Professor","Kalinga Institute of Industrial Technology","School of Humanities","Ph.D","",,,,,,,,,,,,,,
198783,"Dr Sneha Gopeekrishna","Assistant Professor","Vimala College, Thrissur","Department of Economics","PhD","",,,,,,,,,,,,,,
118231,"Dr Sneha V Deshpande","Professor","Rashtrasant Tukadoji Maharaj Nagpur University","Department of Economics","PhD","",,,,,,,,,,,,,,
118419,"Dr Snigdha Tripathy","Associate Professor","Kalinga Institute of Industrial Technology","School of Humanities","Ph.D","",,,,,,,,,,,,,,
124375,"Dr Soma Mandal","Assistant Professor","Jadavpur University","Department of Economics","M.A.","",,,,,,,,,,,,,,1
369594,"Dr Soma Pal","Faculty","Raja Narendra Lal Khan Womens College","Department of Economics","Ph.D","Vidyasagar University",2022,,,,,,,,,,,,,4
265612,"Prof Sonal Bhatt","Professor","Sardar Patel University","Economics","PhD","Sardar Patel University",2005,"M Phil","Sardar Patel University",2002,"MA","Sardar Patel University",2000,"UGC-NET","UGC",2000,,,,50
60115,"Dr Sonal Yadav","Assistant Professor","Ahmedabad University","Amrut Mody School of Management","Ph.D","Maharaja Sayajirao University of Baroda, Gujarat",2016,,,,,,,,,,,,,10
234819,"Dr Sonam Bhadauriya","Assistant Professor","Swami Rama Himalayan University","Department of Management Studies","PhD","",,,,,,,,,,,,,,
459315,"Prof Soumi Bhattacharya","Assistant Professor","St. Xavier's College (Autonomous), Kolkata","Post-Graduate and Research Department of Commerce","MSc, MPhill","University of Calcutta",2007,,,,,,,,,,,,,6
470242,"Dr Sravani  Bharandev","Assistant Professor","Birla Institute of Technology and Science, Pilani","Department of Economics and Finance",,,,,,,,,,,,,,,,3
411421,"Dr Sreelakshmi R","Visiting Faculty","Birla Institute of Technology and Science, Pilani","Department of Economics and Finance","PhD","Indian Institute of Technology, Madras",2023,,,,,,,,,,,,,1
207539,"Dr Subhalakshmi Paul","Assistant Professor","Ananda Mohan College, Kolkata","Economics","Ph.D","Kalyani University",2022,"MSc","Kalyani University",2010,,,,,,,,,,2
267476,"Dr Subhalaxmi Mohapatra","Associate Professor","Anant National University","Centre for Urbanism and Cultural Economics","Ph.D","Utkal University",,,,,,,,,,,,,,14
337889,"Dr Subhashree Banerjee","Assistant Professor","Christ University","Department of Economics","PhD","Institute for Social and Economic Change",2019,"MPhil","Centre for Development Studies",2010,"MA","Utkal University",2008,,,,,,,8
410590,"Dr Sucheta Sardar","Assistant Professor","BML Munjal University","School of Management","PhD","Jawaharlal Nehru University",2020,,,,,,,,,,,,,
249275,"Dr Suchismita Mondal Sarkar","Associate Professor","The University of Burdwan","Department of Economics","PhD","",,,,,,,,,,,,,,
122181,"Dr Sudakshina  Gupta ","Associate Professor","Calcutta University","Department of Economics","Ph.D","Jadavpur University",2002,,,,,,,,,,,,,2
229229,"Dr Sudatta Banerjee","Associate Professor","Birla Institute of Technology and Science, Pilani","Department of Economics and Finance","Ph.D","Jawaharlal Nehru University",2012,,,,,,,,,,,,,22
211950,"Dr Sudha A","Assistant Professor","St. Mary's college (Autonomous)","Department of Economics","PhD","Manonmaniam Sundaranar University, Tirunelveli",2018,,,,,,,,,,,,,6
179492,"Dr Sudha M","Assistant Professor","The Madurai Diraviyam Thayumanavar Hindu College","Department of Economics","PhD","University of Madras, Chennai",2008,,,,,,,,,,,,,3
62558,"Dr Sudha Narayanan","Associate Professor","Indira Gandhi Institute of Development Research","IGIDR","Ph.D.","Cornell University",2011,,,,,,,,,,,,,62
285384,"Dr Sudha S","Assistant Professor","Ethiraj College for Women, Chennai","Department of Economics","PhD","",,,,,,,,,,,,,,
278972,"Dr Sudipa Majumdar","Professor","SYMBIOSIS School of Economics","Economics","PhD","Indira Gandhi Institute of Development Research",1998,"MA","Jawaharlal Nehru University",1992,"BSc","Presidency College",1990,,,,,,,24
281122,"Dr Suganthamani C V","Assistant Professor","Kumaraguru College of Liberal Arts and Science","Department of Economics","Ph.D","PSGR Krishnammal College for Women",2017,"MBA HR","Bharathiar University",2011,"M.Phil","Bharathiar University",2007,"MA Business Economics","Bharathiar University",2005,"BA","PSGR Krishnammal college for women",2003,15
204664,"Dr Suganthi S","Associate Professor","Shrimathi Devkunvar Nanalal Bhatt Vaishnav College for Women","BA.Economics (Aided)",,,,,,,,,,,,,,,,
492186,"Dr Suganya K","Assistant Professor","Lady Doak College","Economics","PG Diploma (Work Integrated Learning Programmes)","Birla Institute of Technology and Science, Pilani",2022,"Ph.D","Madurai Kamaraj University",2020,"M.A.","Lady Doak College",2011,"B.A.","Lady Doak College",2009,,,,10
95112,"Dr Sugirtha Rani A","Associate Professor","Periyar University","Department of Economics","Ph.D","Annamalai University",2002,,,,,,,,,,,,,
118379,"Dr Sugyanta Priyadarshini","Faculty Associate","Kalinga Institute of Industrial Technology","School of Humanities","MA","Berhampur University",,,,,,,,,,,,,,
249486,"Dr Suhasini Parashar","Associate Professor","Maharaja Surajmal Institute","Department of Business Administration","B.Sc.,M.A.Ph.D(Economics)","Kurukshetra University, Kurukshetra",1992,,,,,,,,,,,,,33
305642,"Dr Sujata Choudhury","Associate Professor","University of Science and Technology Meghalaya","Department of Economics","PhD","",,,,,,,,,,,,,,
99761,"Prof Sujata Kar","Assistant Professor","Indian Institute of Technology Roorkee","Management Studies","Ph.D","Indian Institute of Technology Kanpur",2008,,,,,,,,,,,,,10
421597,"Dr Sujata Nikam","Assistant Lecturer","PDEA Waghire College Saswad, Pune","Economics","B.A,M.A,M.Phil,Ph.D,SET","PDEA Waghire College Saswad, Pune",2017,,,,,,,,,,,,,
213760,"Dr Sujatha T","Associate Professor","Sri Meenakshi Government Arts College for Women, Madurai","Department of Economics","PhD","Madurai Kamaraj University, Madurai",2016,,,,,,,,,,,,,
267819,"Dr Sukanya Das","Head of the Department","TERI School of Advanced Studies, New Delhi","Department of Policy and Management Studies","Ph.D","Jadavpur University",2009,"M.Phil","University of Kalyani",2003,"M.Sc","University of Calcutta",2000,"B.Sc","University of Calcutta",1998,,,,27
459242,"Dr Sukanya Sarkhel","Assistant Professor","St. Xavier's College (Autonomous), Kolkata","Department of Management Studies","Ph. D","University of Calcutta",2017,,,,,,,,,,,,,3
105993,"Dr Suma Damodaran","Visiting Faculty","Indian Institute of Management, Udaipur","Economics","FPM","Indian Institute of Management Bangalore",1990,,,,,,,,,,,,,
95520,"Dr Suma Scaria","Assistant Professor","Central University of Karnataka","Department of Economics","Ph.D","University of Hyderabad",2009,,,,,,,,,,,,,6
373531,"Dr Suma Singh","Dean","Mount Carmel College, Bangalore","Department of Economics","Ph.D","Mysore University",2011,,,,,,,,,,,,,
53188,"Dr Suman Kharbanda","Associate Professor","Shivaji College, University of Delhi","commerce","Ph.D","MVn",2023,"MPhil","Department of Business Economics. South Campus ,University of Delhi",1991,"M.A","Maharshi Dayanand University",1984,,,,,,,13
114594,"Prof Suman Makkar","Professor","Panjab University, Chandigarh","Department of Evening Studies, Multi Disciplinary Research Centre","Ph.D","Panjab University, Chandigarh",,,,,,,,,,,,,,
438771,"Dr Sumana  Mukherjee","Assistant Professor (Grade-III)","Asansol Girls College","Economics","Ph.D.","Visva-Bharati University",2016,,,,,,,,,,,,,4
255233,"Dr Sumanpreet Kaur","Assistant Professor","Amity University, Punjab","Amity School of Social Sciences","PhD","",,,,,,,,,,,,,,
98569,"Dr Sumathi Viswanathan","Assistant Professor","PSG College of Arts and Science","Department of Economics","Ph.D","Bharathiar University",2014,,,,,,,,,,,,,6
435249,"Dr Sumbul Samreen","Assistant Professor","Jain University","Department of Management Studies","Ph. D","BN",2019,,,,,,,,,,,,,
353074,"Dr Sumeet Kaur","Assistant Professor","Amity University, Punjab","Amity School of Social Sciences","Ph.D","Panjab University",2014,"MPhil","Panjab University",2005,"MA","Panjab University",2004,"BA","MCM DAV College forWomen Chandigarh",2002,"BA(Hons)","MCM DAV College forWomen Chandigarh",2002,10
116775,"Dr Sumeetha  Mokkil Maruthur ","Assistant Professor","Christ University","Department of Economics",,,,,,,,,,,,,,,,
201044,"Dr Sumitha  Franklin","Assistant Professor","St. Paul's College, Kalamassery","Economics","Ph.D","MG University",2019,"M.Phil","Madurai Kamaraj University",2009,"B.Ed","Mahatma Gandhi University, Kottayam",2000,"MA Economics","University of Calicut",1999,"NET","UGC-Human Resource Development Centre, Rashtrasant Tukadoji Maharaj Nagpur University, Nagpur",1999,4
253044,"Dr Sunaina  Dhingra","Assistant Professor","O P Jindal Global University","Jindal School of Government and Public Policy","Ph.D. (Economics)","Delhi School of Economics, University of Delhi",2018,,,,,,,,,,,,,2
285079,"Dr Sundari Durairaj","Assistant Professor","Ethiraj College for Women, Chennai","Department of Economics","PhD","",,,,,,,,,,,,,,
246345,"Dr Sunetra Ghatak","Associate Professor","Manav Rachna International Institute of Research and Studies","Department of Economics","Ph.D.","Jawaharlal Nehru University",2020,"M.A.","Visva Bharati University, West Bengal",2007,,,,,,,,,,18
111699,"Dr Sunija Beegum N","Assistant Professor","Government College for Women, Srikakulam","Department of Economics","Ph.D","University of Kerala",,,,,,,,,,,,,,
353966,"Dr Sunita Choudhary","Assistant Professor","St. Xaviers College Jaipur","Department of Economics","PH.D","Manipal University Jaipur",2023,"MA Economics","University of Rajasthan",2016,"BA Hons. (Economics)","St. Xaviers College, Jaipur",2014,,,,,,,2
222856,"Dr Sunita Kalakhe","Assistant Professor","Shri Shivaji Science and Arts College , Chikhali.","Economics","Ph.D.","Sant Gadge Baba Amravati University",2009,"M.A.","Shri Shivaji Arts & Commerce College,Amravati",2001,"B.A.","Berar Eduation Society Akola 's Shri Kisanlal Nathmal Goenka Arts and Commerce College, Karnja (Lad) Dist. Washim.",1996,,,,,,,19
101151,"Dr Sunita  Rai","Assistant Professor","University of Jammu","Department of Economics","Ph.D","",,,,,,,,,,,,,,
125100,"Dr Sunitha Chandrasekaran","Head of the Department","QUEEN MARYS COLLEGE","Economics","Ph.D.","Bharathidasan University",2010,"M.B.A","Madurai Kamraj University",2006,"P.G.Diploma in Insurance Management","Pondicherry University",2004,"M.phil","Bharathidasan University",1999,"P.G.Diploma in Econometrics","Annamalai University",1998,17
487291,"Dr Surabhi  Saha","Professor","Krupanidhi Degree College, No.12, Chikkabellandur, Carmelara Post, Varthoor Hobli, Bangalore-560035","Humanities","Phd","University of Lucknow",2011,,,,,,,,,,,,,
377612,"Dr Surekha Bhingardive","Assistant Professor","K J Somaiya College of Arts, Commerce and Science College, Kopergaon","Economics","M.A.(Economics) Ph.D","K J Somaiya College of Arts, Commerce and Science College, Kopergaon",2013,,,,,,,,,,,,,27
213707,"Dr Suriagandhi V","Assistant Professor","Sri Meenakshi Government Arts College for Women, Madurai","Department of Economics","PhD","Madurai Kamaraj University, Madurai",2016,,,,,,,,,,,,,3
118412,"Dr Swapnamoyee P. Palit","Assistant Professor","Kalinga Institute of Industrial Technology","School of Humanities","Ph.D","",,,,,,,,,,,,,,4
325617,"Dr Swarita De","Assistant Professor","Narsee Monjee Institute of Management Studies, Mumbai","Department of Economics","PhD","University of Calcutta",,,,,,,,,,,,,,
86385,"Dr Swarupa Rani Kantam","Lecturer","RRDS GOVT DEGREE COLLEGE","ECONOMICS","National Eligibility Test (NET)","UGC",2012,"State Eligibility Test (AP SET)","Osmania University",2012,"MA","Dr. B.R. Ambedkar PG Center, Etcherla, Srikakulam",2000,,,,,,,17
112139,"Dr Swathy Varma P R","Associate Professor","St. Teresas College (Autonomous), Ernakulam","Department of Economics","PG Economics","St.Teresas",2003,"Ph.D","",,,,,,,,,,,4
232811,"Dr Swati Jain","Assistant Professor","University of Allahabad","Department of Economics","PhD","",,,,,,,,,,,,,,
336787,"Dr Swati Shastri","Associate Professor","Banasthali Vidyapith","Department of Economics","PhD","Banasthali Vidyapith",2012,,,,,,,,,,,,,4
505699,"Dr Swayam Prava Mishra","Assistant Professor","Utkal University","Department of Analytical and Applied Economics","MA & PhD","University of Hyderabad",2012,,,,,,,,,,,,,
332048,"Dr Sweta Sharan","Assistant Professor (Grade-I)","Magadh Mahila College","Economics","Ph.D","Ranchi University",2016,,,,,,,,,,,,,
94196,"Dr T Indra","Assistant Professor","Madurai Kamraj University","Department of Mathematical Economics","Ph.D","Madurai Kamaraj University",2010,,,,,,,,,,,,,
433697,"Dr T Maheswari","Assistant Professor","Thiagarajar College, Madurai","Department of Economics","Ph.D. Economics","Thiagarajar College, Madurai",2013,"M.Phil Economics","The American College",2006,"M.A. Economics","Thiagarajar College, Madurai",2005,"B.Sc. Computer Science","Thiagarajar College, Madurai",2003,,,,8
257085,"Dr TAMILARASI S","Associate Professor","Hindusthan College of Arts and Science","Department of Commerce CA","PHD","Bharathiar University",2018,,,,,,,,,,,,,6
325746,"Dr Tanaya Majumder","Assistant Professor","Narsee Monjee Institute of Management Studies, Mumbai","Department of Economics","PhD","University of Culcutta",,,,,,,,,,,,,,
102360,"Dr Tanika Chakraborty","Associate Professor","Indian Institute of Management Calcutta","Economics","Ph.D","Washington University",2009,,,,,,,,,,,,,15
163569,"Dr Tanima Banerjee","Assistant Professor","Adamas University","Department of Economics","Ph.D","Calcutta University",2021,"M.Phil","University of Calcutta",2010,,,,,,,,,,2
95642,"Dr Taniya Ghosh","Associate Professor","Indira Gandhi Institute of Development Research","IGIDR","Ph.D.","University of Kansas",2013,,,,,,,,,,,,,41
124378,"Prof Tanmoyee Bannerjee","Professor","Jadavpur University","Department of Economics","Ph.D","",,,,,,,,,,,,,,2
122231,"Dr Tanupa  Chakraborty","Associate Professor","Calcutta University","Department of Commerce","Ph.D","University of Calcutta",,,,,,,,,,,,,,3
92341,"Prof Tanushree Haldar","Assistant Professor","Indian Institute of Management Nagpur","Economics and Social Sciences","FPM","Indian Institute of Management Bangalore",2017,,,,,,,,,,,,,5
272199,"Dr Tapasree Banerjee","Associate Professor","Prabhu Jagatbandhu College","Department of Economics","Ph.D","",,,,,,,,,,,,,,
164719,"Dr Thilagavathi M","Professor","Tamil Nadu Agricultural University","Department of Agricultural Economics","Ph.D","Tamil Nadu Agricultural University",1995,,,,,,,,,,,,,39
338361,"Dr Thilagavathi N","Assistant Professor","Nehru Memorial College","Department of Economics","Ph.D","Bharathidasan University",2022,"M.Phil","Bharathidasan University",2008,"M.A","Holy Cross College, Tiruchirappalli",1999,,,,,,,4
112131,"Dr Thushara George","Professor","St. Teresas College (Autonomous), Ernakulam","Department of Economics","Ph.D","Dr John Matthai Centre , Department of Economics and Centre for research, University of Calicut",2008,"M.phil","Dr John Matthai Centre Department of Economics, University of Calicut",2002,"M.A","Dr John Matthai Centre Department of Economics, University of Calicut",2000,,,,,,,22
254027,"Dr Tirtha Chatterjee","Assistant Professor","Centre for Development Studies","Economics","PhD","Indira Gandhi Institute of Development Research",2018,,,,,,,,,,,,,4
341343,"Dr Trisha Jolly","Assistant Professor","Janki Devi Memorial College","Department of Economics","PhD","Amity University, Noida",2021,"Masters in Economics","Indira Gandhi National Open University",2012,"BA Hons Economics","Lady Sriram College, University of Delhi",2010,,,,,,,2
138356,"Prof Tulsi Jayakumar","Professor","S P Jain Institute of Management and Research","Centre for Economics","PhD","Delhi school of Economics, New Delhi",2010,,,,,,,,,,,,,
431562,"Dr USHARANI D.B","Head of the Department","Ethiraj College for Women, Chennai","Department of Economics","Ph.D","University of Madras",2008,,,,,,,,,,,,,78
267390,"Dr Uma Ramakrishnan","Assistant Professor","Nirmala College for Women, Coimbatore","Department of Economics","PhD","Nirmala College For Women",,,,,,,,,,,,,,
111702,"Dr Umajyothi V","Assistant Professor","Government College for Women, Srikakulam","Department of Economics","Ph.D","University of Kerala",,,,,,,,,,,,,,
112949,"Prof Upinder Sawhney","Professor","Panjab University, Chandigarh","Department of Economics","Ph.D","Panjab University, Chandigarh",,,,,,,,,,,,,,6
460382,"Dr Urmi Mukherjee","Assistant Professor","St. Xavier's College (Autonomous), Kolkata","Post-Graduate Department of Economics","PhD","Rabindra Bharati University",2017,,,,,,,,,,,,,8
100293,"Dr Usha Paul","Assistant Professor","The American College","Department of Economics","Ph.D","Madurai Kamaraj University",2013,,,,,,,,,,,,,6
506642,"Dr Uttara Bhosale","Assistant Professor","Marathwada Mitra Mandals College of Commerce, Pune","Commerce","Ph.","North Maharashtra University, Jalgaon",2020,,,,,,,,,,,,,
409182,"Dr V B Usha","Assistant Professor","LRG Government Arts College for Women","Department of Economics","MA","",,,,,,,,,,,,,,1
95207,"Dr V Kokila","Assistant Professor","University of Madras","Department of Economics","PhD","",,,,,,,,,,,,,,
57633,"Prof V Nirmala","Professor","Pondicherry University","Department of Economics","Ph.D","Madurai Kamraj University",1989,,,,,,,,,,,,,12
94197,"Dr V Suthacini","Professor","Madurai Kamraj University","Department of Agricultural Economics","PhD","Madurai Kamaraj University",2010,,,,,,,,,,,,,
434864,"Dr V.M.SUNEELA SHYAM","Associate Professor","Ethiraj College for Women, Chennai","Department of Economics","MA.,MA., MPhil, PhD (ECONOMICS)., MA (PUB ADM).,MA (JMC)., M ED., MBA., PGDHE., PH D (EDUCATION)","University of Madras",1991,,,,,,,,,,,,,11
349267,"Dr VANSHREE MEHTA","Assistant Professor","Gyan Ganga College of Excellence,Jabalpur","Commerce","Ph.D., M.Com., Diploma in Commercial Practice","RDVV Jabalpur",2015,,,,,,,,,,,,,
478197,"Dr VARSHA GANGNE","Professor","GONDIA EDUCATION SOCIETYS MANOHARBHAI PATEL COLLEGE OF ARTS AND COMMERCE DEORI.","ECONOMICS","PhD","RTM Nagpur University",2013,"M.A. IN ECONOMICS","RTM Nagpur University",1991,,,,,,,,,,
257096,"Dr VINEETA KULSHRESHTHA","Lecturer","Methodist Girls Degree College, Civil Line, Roorkee","","Ph.D.","Hemvati Nandan Bahuguna Garhwal University",1999,,,,,,,,,,,,,
454526,"Dr Vaishali Padake","Assistant Professor - Selection Grade","K J Somaiya Institute of Management Studies and Research","Economics","Phd","SNDT Women's University",2019,,,,,,,,,,,,,11
107422,"Dr Valliammal V","Associate Professor","V. O. Chidambaram College","Department of Economics","Ph.D","Manonmaniam Sundaranar University",2010,,,,,,,,,,,,,
225334,"Prof Vandana Dwivedi","Professor","P.P.N. P.G. COLLEGE,","Economics","Ph.D","CSJM University, Kanpur",2006,,,,,,,,,,,,,8
254633,"Dr Vandana Tiwari","Assistant Professor","Mangalayatan University, Aligarh","Department of Arts","PHD","Rani Durgavati Vishwavidyalaya",2006,,,,,,,,,,,,,
290754,"Dr Vandana Trivedi","Assistant Professor (Grade-II)","Gujarat Commerce College, Ahmedabad","economics","S.S.C.(HINDI-SL)","GSEB",2014,"Ph.D.","",2008,"Ph.D.","",2008,"SLET","M.S.University",2002,"M.Phil.","Dept. of Economics MKBU Bhavnagar University",2001,
296550,"Dr Vandita Dar","Associate Professor","SYMBIOSIS Institute of Business Management, Bengaluru","Management","PhD","University of Mumbai",2005,"MA","University of Mumbai",1995,,,,,,,,,,13
342990,"Dr Vandita Dixit","Assistant Professor","Christ University","Department of Economics","PhD","Amity University, Noida",2020,,,,,,,,,,,,,3
308717,"Dr Vanita Tripathi","Professor","University of Delhi","Department of Commerce","PhD","",,,,,,,,,,,,,,
94993,"Prof Vanitha B","Professor","Bharathiar University","Department of Economics","PhD","",,,,,,,,,,,,,,
151645,"Dr Vanitha B","Post-Doctoral Fellow","Osmania University","Department of Economics","Ph. D","Osmania University",2017,,,,,,,,,,,,,
437512,"Dr Varsha Bhosale","Assistant Professor","SAHAKAR MAHARSHI SHANKARRAO MOHITE PATIL MAHAVIDYALAYA","Economics","M.A. M.Phil Ph.D.","Shivaji University",2017,,,,,,,,,,,,,2
267391,"Dr Vasanthi Arumugam","Assistant Professor","NIRMALA COLLEGE OF ARTS AND SCIENCE, CHALAKUDY","Economics","PhD","Nirmala College For Women",,,,,,,,,,,,,,
277534,"Prof Vasanthi Rajendran","Professor","Rajiv Gandhi National Institute of Youth Development","Department of Training Orientation and Capacity Building","PhD","Osmania University",,,,,,,,,,,,,,
519392,"Dr Vasavi  Bhatt","Assistant Professor (Grade-II)","Indian Institute of Management, Tiruchirappalli","Department of Economics and Public Policy",,,,,,,,,,,,,,,,2
266549,"Dr Vasudha Gupta","Assistant Professor (Grade-I)","Galgotias University","School of Business","Ph.D","Dayalbagh Educational Institute",2021,,,,,,,,,,,,,6
228761,"Dr Vasudha Jain","Assistant Professor","Indian Institute of Technology Kanpur","Department of Economic Sciences",,,,,,,,,,,,,,,,
58657,"Prof Vathsala Narasimhan","Professor","University of Hyderabad","School of Economics","Ph.D","Indian Statistical Institute Kolkatta",,,,,,,,,,,,,,8
128853,"Dr Veena  Thawre","Assistant Professor","Dr. Harisingh Gour Vishwavidyalaya, Sagar","Department of Economics","ph.d,M.phil","R.D.V.V.jabalpur",2009,,,,,,,,,,,,,
461264,"Dr Veenus Tyagi","Associate Professor","Institute of Applied Medicines and Research","Management","Mba","vinayak mission University",2011,"Phd.","Choudhary Charan Singh University",2005,"MA","CCSU",1998,"BA","CCSU",1996,,,,10
314066,"Dr Veerpal Kaur","Assistant Professor","Government Brijindra College","Economics","Ph.D","Punjabi University",2014,,,,,,,,,,,,,
270842,"Dr Velanganni S","Assistant Professor","Jayaraj Annapackiam College for Women","Economics","PhD","Mother Teresa Women's University, Kodaikanal",2005,,,,,,,,,,,,,
294141,"Dr Venissa A C","Principal","St Agnes College (Autonomous)","Department of Economics","PhD","Madras University",2014,,,,,,,,,,,,,2
451352,"Dr Vennila Gopal","Associate Professor","Dr.N.G.P Arts and Science College, Coimbatore","Department of Commerce","Ph.D.","Government Arts College Coimbatore",2015,"M.Phil.","Government Arts College Coimbatore",2009,"B.Ed.","Avinashilingam Institute for Home Science and Higher Education for Women",2004,"M.B.E.","Bharathiar University",2001,"B.A.","Nirmala College for Women",1999,4
123104,"Dr Veronica Pala","Assistant Professor","North-Eastern Hill University","Department of Economics","PhD","North Eastern Hill University",,,,,,,,,,,,,,2
136716,"Dr Vibha Vasudeo","Professor","Government Maharaja College, Chhatarpur","Economics","Ph.D.","Jiwaji University",1995,"M.A.","SNDT Womens University, Mumbai",1986,,,,,,,,,,6
113771,"Dr Vibhuti N. Patel","Professor","Tata Institute of Social Sciences","School of Social Work","Ph.D","",,,,,,,,,,,,,,
100079,"Dr Vidhya Soundararajan","Assistant Professor","Indian Institute of Management, Bangalore","Economics and Social Sciences","Ph.D","Cornell University, USA",2016,,,,,,,,,,,,,7
316955,"Dr Vidya K T","Head of the Department","Providence Womens College","Department of Economics","Ph.D","University of Calicut",2020,"M Phil","University of Calicut",2011,,,,,,,,,,4
202173,"Dr Vidya P. Katti","Professor","Shivaji University","Department of Economics","PH.D.","Shivaji University",2005,"M.Phil.","Shivaji University",1993,"M.A.","Shivaji University",1990,,,,,,,43
16424,"Dr Vijay Laxmi  Pandey","Professor","Indira Gandhi Institute of Development Research","IGIDR","Ph.D.","G. B. Pant University of Agriculture and Technology",1992,,,,,,,,,,,,,12
285109,"Dr Vijaya Lakshmi PS","Assistant Professor","Ethiraj College for Women","Business Economics","Ph. D","University of Madras",2004,,,,,,,,,,,,,21
374177,"Dr Vijaya Priya","Associate Professor","Mount Carmel College, Bangalore","Department of Economics","PhD","Bangalore University",2019,,,,,,,,,,,,,
213259,"Dr Vijayalakshmi V","Assistant Professor","Justice Basheer Ahmed Sayeed College for Women","Department of Economics","Ph.D","University of Madras",2016,,,,,,,,,,,,,
237484,"Dr Vijeta Banwari","Associate Professor","Indira Gandhi National Open University","School of Social SCiences","Ph.D (Economics)","IGNOU",2014,"M.Phil","Indira Gandhi National Open University",2011,"M.A","Indira Gandhi National Open University",2007,"NET (Economics)","UGC",2007,"M.Ed","Department of Education, Delhi University",2005,
242993,"Dr Vimal Dolli","Assistant Professor - Senior Scale","Holy Cross College (Autonomous), Nagercoil","Department of Economics","Ph.D","Annamalai University",2012,"M.Phil","Annamalai University",2008,"M.A","Holy Cross College (Autonomous), Nagercoil.",2006,,,,,,,23
198772,"Dr Vimala M","Assistant Professor","Vimala College, Thrissur","Department of Economics","PhD","",,,,,,,,,,,,,,
243197,"Dr Vinitha Charles","Assistant Professor","Holy Cross College (Autonomous), Nagercoil","Department of Economics","NEP2020 Orientation and Sensitization Programme","Malaviya National Institute of Technology Jaipur",2024,"SWAYAM COURSE","Holy Cross College,(Autonomous) Nagercoil",2023,"SWAYAM COURSE","NPTEL",2023,"Human Development Stage Counseling","Bharat Sevak Samaj",2019,"Counselling Diploma Course on Human Developmental Stages","Counselling Ministry",2019,38
215869,"Dr Vinodha Devi","Assistant Professor","Kristu Jayanti College","Department of Economics","Ph. D","Manonmaniam Sundaranar University",2016,"M.Phil","Madurai Kamaraj University",2008,"MA Economics","S. T. Hindu College, Nagercoil",2006,"BA Economics ( Honours)","Holy Cross College ( Autonomous), Nagercoil",2004,,,,6
200371,"Dr Vishnu Suba Subburam","Assistant Professor","Mannar Thirumalai Naicker College, Madurai","Department of Economics","Ph.D","Madurai Kamaraj University",2014,,,,,,,,,,,,,10
203548,"Dr Vranda Jain","Assistant Professor","Jaipuria Insitute of Management","Economics (Noida Campus)","PhD","Chaudhary Charan Singh University Meerut",2014,,,,,,,,,,,,,
61629,"Dr Waheeda Thomas","Principal","S.G.M.English Medium College of Commerce and Management (SEMCOM)","","M.B.A. (International Business)","Pondicherry Central University",2017,"Ph.D","Sardar Patel University",2012,"NET","UGC",1997,"M.Phil","Pune University",1996,"M A","Pune University",1992,8
95079,"Dr Wajeeda Bano","Assistant Professor","Mangalore University","Department of Economics","Ph.D","Mangalore University",2012,,,,,,,,,,,,,
39106,"Dr Wandinecia Tariang","Assistant Professor","North-Eastern Hill University","Department of Economics","PhD","",,,,,,,,,,,,,,1
452592,"Dr Yamuna Kilaru","Lecturer","A.S.D.Govt. Degree College for Women (A), Kakinada","ECONOMICS","Ph.D","Andhra University",2015,"M.Phil","Andhra University",2010,"M.B.A","Directorate of Distance Education. Pondicherry University",2010,"B.Ed","Miriyam College of Education, Amalapuram",2004,"M.A","Ideal College of Arts and Science, Kakinada, Andhra Pradesh",2002,
65589,"Dr. Yasmeen Sultana H.","Assistant Professor","Pondicherry University","Department of Economics","Ph.D","University of Madras",2009,,,,,,,,,,,,,
395539,"Dr Yasodha Jagadeeswari B","Assistant Professor","Holy Cross College, Tiruchirappalli","Department of Economics","Ph.D","Annamalai University",2012,,,,,,,,,,,,,
365516,"Dr Yogita Pawar","Assistant Professor","Yeshwant Mahavidyalaya, Nanded","Department of Electronics","PhD","Fergusson College",2010,,,,,,,,,,,,,
